Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Nucleus: Area µm^2	Nucleus: Length µm	Nucleus: Circularity	Nucleus: Solidity	Nucleus: Max diameter µm	Nucleus: Min diameter µm	Cell: Area µm^2	Cell: Length µm	Cell: Circularity	Cell: Solidity	Cell: Max diameter µm	Cell: Min diameter µm	Nucleus/Cell area ratio	Hematoxylin: Nucleus: Mean	Hematoxylin: Nucleus: Median	Hematoxylin: Nucleus: Min	Hematoxylin: Nucleus: Max	Hematoxylin: Nucleus: Std.Dev.	Hematoxylin: Cytoplasm: Mean	Hematoxylin: Cytoplasm: Median	Hematoxylin: Cytoplasm: Min	Hematoxylin: Cytoplasm: Max	Hematoxylin: Cytoplasm: Std.Dev.	Hematoxylin: Membrane: Mean	Hematoxylin: Membrane: Median	Hematoxylin: Membrane: Min	Hematoxylin: Membrane: Max	Hematoxylin: Membrane: Std.Dev.	Hematoxylin: Cell: Mean	Hematoxylin: Cell: Median	Hematoxylin: Cell: Min	Hematoxylin: Cell: Max	Hematoxylin: Cell: Std.Dev.	Eosin: Nucleus: Mean	Eosin: Nucleus: Median	Eosin: Nucleus: Min	Eosin: Nucleus: Max	Eosin: Nucleus: Std.Dev.	Eosin: Cytoplasm: Mean	Eosin: Cytoplasm: Median	Eosin: Cytoplasm: Min	Eosin: Cytoplasm: Max	Eosin: Cytoplasm: Std.Dev.	Eosin: Membrane: Mean	Eosin: Membrane: Median	Eosin: Membrane: Min	Eosin: Membrane: Max	Eosin: Membrane: Std.Dev.	Eosin: Cell: Mean	Eosin: Cell: Median	Eosin: Cell: Min	Eosin: Cell: Max	Eosin: Cell: Std.Dev.
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	377c56b4-8eaf-41d5-a155-c0859f7875be	PathCellObject		PathAnnotationObject	Polygon	13329.9	8958.1	0.7583	24.8157	18.0387	0.9584	1	6.2873	4.9423	55.8309	27.0573	0.9583	1	9.4309	7.4125	0.4445	1.5392	1.5364	0.523	2.3225	0.3826	0.4972	0.4402	0.1068	1.3476	0.2442	0.3741	0.3586	0.1068	0.778	0.1446	0.9626	0.7931	0.1068	2.3225	0.6057	0.2094	0.2145	-0.0047	0.341	0.057	0.1187	0.1154	-0.0368	0.332	0.0734	0.1365	0.1333	0.0082	0.332	0.0703	0.1592	0.1668	-0.0368	0.341	0.0804
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	14f17d70-aee8-42d7-b714-e94457ef9c84	PathCellObject		PathAnnotationObject	Polygon	13318.7	8999.6	0.7579	29.5938	21.2516	0.8234	0.9989	8.5579	4.3286	66.6563	31.8686	0.8248	1	12.835	6.4929	0.444	1.1732	1.1747	0.2933	1.7115	0.2117	0.437	0.3667	0.0927	1.3027	0.2812	0.3724	0.3311	0.1038	1.3027	0.2336	0.764	0.7641	0.0927	1.7115	0.4447	0.2004	0.2045	0.0138	0.3263	0.0465	0.1401	0.1314	0.0091	0.391	0.0811	0.1768	0.1658	0.0169	0.391	0.0902	0.1669	0.1794	0.0091	0.391	0.0742
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	47df551d-3df8-4358-9469-4a871afd432e	PathCellObject		PathAnnotationObject	Polygon	13361.9	9010.2	0.7576	7.4518	9.9429	0.9472	1	3.6176	2.734	16.7698	14.9155	0.9472	1	5.4258	4.1028	0.4444	1.0679	1.1029	0.4391	1.5067	0.2775	0.5774	0.5083	0.1919	1.3119	0.3064	0.488	0.413	0.1919	1.2651	0.2824	0.8005	0.7902	0.1919	1.5067	0.3818	0.3086	0.3281	0.1129	0.449	0.0688	0.2371	0.2521	0.0548	0.3874	0.0864	0.2281	0.2479	0.057	0.3484	0.0857	0.2696	0.2873	0.0548	0.449	0.0865
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	9c5f61c8-2e83-44b0-9749-ba5b65af5930	PathCellObject		PathAnnotationObject	Polygon	13316.9	9112.1	0.7574	13.3665	13.211	0.9624	1	4.5638	3.7822	30.0743	19.8158	0.9625	1	6.8445	5.6738	0.4444	1.0948	1.1252	0.5606	1.509	0.1964	0.7171	0.7159	0.1575	2.1264	0.4075	0.706	0.6282	0.1575	2.1264	0.5361	0.8864	0.9116	0.1575	2.1264	0.3796	0.2253	0.2242	0.0882	0.3501	0.0528	0.1435	0.1373	-0.0006	0.3442	0.0883	0.1281	0.1169	-0.0006	0.3181	0.0835	0.1801	0.1929	-0.0006	0.3501	0.0849
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	716f9d83-107f-4f3d-8b8c-fed310f6f9a3	PathCellObject		PathAnnotationObject	Polygon	13373.4	8895.1	0.7568	9.8998	11.6956	0.9095	1	4.4842	2.8824	22.2786	17.5451	0.9095	1	6.7273	4.3235	0.4444	1.0015	1.0126	0.6622	1.6998	0.1917	0.7816	0.6382	0.1729	2.0507	0.473	0.7982	0.5499	0.1729	2.0507	0.6015	0.8773	0.8478	0.1729	2.0507	0.3924	0.2032	0.2046	0.0752	0.3096	0.046	0.1598	0.1685	0.0148	0.3599	0.0597	0.1608	0.1666	0.0148	0.3599	0.0803	0.1787	0.1809	0.0148	0.3599	0.0582
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	c3b10bc9-daa3-4da1-8020-0e448e25557c	PathCellObject		PathAnnotationObject	Polygon	13319.1	9078.4	0.7566	19.8077	17.236	0.8379	0.9681	6.5305	4.3529	46.0242	25.7067	0.8752	1	9.7951	6.5297	0.4304	1.3459	1.3632	0.4898	2.0545	0.3488	0.6595	0.5106	0.1765	1.9831	0.4103	0.6566	0.4368	0.1765	1.9831	0.481	0.9536	0.8904	0.1765	2.0545	0.5135	0.2597	0.2395	0.0358	0.5412	0.1108	0.1701	0.1617	0.0158	0.3971	0.0721	0.1797	0.1799	0.0158	0.3971	0.0895	0.2085	0.1917	0.0158	0.5412	0.1009
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	13b0c79b-580a-4651-8ad6-69584d7d848e	PathCellObject		PathAnnotationObject	Polygon	13291.1	8987.7	0.7563	5.1767	8.2856	0.9476	1	2.8744	2.3943	11.6491	12.4293	0.9476	1	4.3113	3.5933	0.4444	1.2062	1.216	0.6755	1.6153	0.2376	0.7361	0.7001	0.2597	1.4263	0.2452	0.6897	0.6139	0.2597	1.4263	0.3066	0.9486	0.9382	0.2597	1.6153	0.3364	0.2637	0.2672	0.1389	0.3653	0.0421	0.165	0.1747	0.0028	0.3089	0.0778	0.1453	0.1518	0.0028	0.2804	0.082	0.2096	0.231	0.0028	0.3653	0.0808
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	2beca458-1000-41fb-bdd4-6266c09cf3ab	PathCellObject		PathAnnotationObject	Polygon	13303.7	8962.2	0.756	8.204	10.795	0.8847	1	4.2961	2.5159	18.4581	16.1922	0.8847	1	6.4442	3.7738	0.4444	1.0861	1.0918	0.6045	1.4576	0.2085	0.5151	0.4833	0.1627	1.1835	0.2044	0.4129	0.351	0.1627	1.1835	0.2135	0.7684	0.7415	0.1627	1.4576	0.3508	0.2129	0.2127	0.052	0.3558	0.065	0.1151	0.1012	-0.0517	0.3048	0.0789	0.1009	0.0827	-0.0517	0.2636	0.0782	0.1585	0.1613	-0.0517	0.3558	0.0877
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	54083640-b263-433a-bc70-fbe3a2cb1f93	PathCellObject		PathAnnotationObject	Polygon	13264.2	9050.5	0.7552	17.0736	15.6836	0.8723	0.9922	5.9661	3.5441	38.7156	23.5005	0.8809	1	8.9492	5.3149	0.441	0.96	0.9332	0.3642	1.4488	0.2302	0.4228	0.3831	0.2207	0.8694	0.1373	0.356	0.3522	0.2207	0.5773	0.0685	0.656	0.5727	0.2207	1.4488	0.3234	0.3601	0.3564	0.2314	0.4842	0.0533	0.3079	0.2925	0.1987	0.4623	0.0723	0.3089	0.3088	0.2051	0.4238	0.0649	0.3306	0.3362	0.1987	0.4842	0.0697
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	37e29874-b30f-4ab0-bb01-a52ace268cc1	PathCellObject		PathAnnotationObject	Polygon	13236.2	8971.3	0.7538	13.063	13.0573	0.9628	1	4.5469	3.8275	29.394	19.587	0.9628	1	6.8223	5.7401	0.4444	1.4128	1.4594	0.8095	1.7488	0.2122	0.8444	0.7649	0.1739	1.5862	0.3848	0.7771	0.6546	0.1739	1.5862	0.4472	1.0962	1.2204	0.1739	1.7488	0.4268	0.212	0.2195	0.0144	0.3141	0.0467	0.1792	0.1953	-0.0071	0.343	0.0796	0.1803	0.1972	0.003	0.343	0.0938	0.1937	0.2089	-0.0071	0.343	0.069
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	cedfbfe4-91ec-4af8-9670-3fe5494af5de	PathCellObject		PathAnnotationObject	Polygon	13320.1	9022.1	0.7537	13.9492	13.4694	0.9662	1	4.7851	3.7696	31.3884	20.205	0.9662	1	7.177	5.6549	0.4445	1.114	1.1098	0.6837	1.6288	0.2224	0.7526	0.7075	0.2707	1.3936	0.2633	0.7221	0.654	0.2707	1.2911	0.3065	0.912	0.8698	0.2707	1.6288	0.3045	0.3411	0.3455	0.2031	0.4503	0.0488	0.3341	0.3355	0.2158	0.4802	0.0528	0.3259	0.3212	0.2158	0.4553	0.0528	0.3372	0.3405	0.2031	0.4802	0.0512
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	4b704e5d-afac-47ca-b32f-6d43cf2cc3e9	PathCellObject		PathAnnotationObject	Polygon	13317.9	8942.5	0.7526	22.9998	17.7429	0.9181	0.9942	6.2377	5.2284	52.0539	26.586	0.9255	1	9.3556	7.8424	0.4418	1.4747	1.5714	0.3324	2.1147	0.342	0.3852	0.3056	0.149	1.3867	0.2147	0.2964	0.2529	0.149	0.967	0.1435	0.8707	0.6592	0.149	2.1147	0.6092	0.2402	0.2593	0.0216	0.3771	0.0711	0.084	0.0703	-0.0175	0.2875	0.0603	0.0895	0.086	0.0214	0.1784	0.0451	0.1536	0.1398	-0.0175	0.3771	0.1015
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	85c880cd-3939-4fa7-8b9f-48c864d8ce95	PathCellObject		PathAnnotationObject	Polygon	13178.9	8969.4	0.7521	26.7867	19.112	0.9215	0.9953	6.9563	5.142	60.5542	28.633	0.9282	1	10.435	7.7127	0.4424	1.197	1.1983	0.5805	1.667	0.233	0.5654	0.4932	0.1516	1.583	0.3091	0.4983	0.3665	0.1516	1.3522	0.3239	0.8436	0.8574	0.1516	1.667	0.4192	0.2441	0.2464	0.0729	0.4026	0.0565	0.1375	0.1443	-0.0083	0.3161	0.0773	0.1237	0.1126	0.0049	0.2972	0.0696	0.1845	0.1973	-0.0083	0.4026	0.0869
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	aa96bda8-6108-43e6-b7ee-deb7ee513a8d	PathCellObject		PathAnnotationObject	Polygon	13243.4	8896.1	0.752	14.7215	14.0947	0.9312	0.9983	5.2387	3.5178	33.1848	21.1369	0.9334	1	7.8582	5.2772	0.4437	1.0664	1.0673	0.5729	1.5297	0.2274	0.5217	0.4884	0.1847	1.1583	0.1883	0.4332	0.4203	0.1847	0.833	0.1549	0.7616	0.7224	0.1847	1.5297	0.3403	0.2237	0.232	0.0612	0.3454	0.0537	0.116	0.1137	0.0126	0.2306	0.0449	0.1045	0.1063	0.0171	0.2001	0.0501	0.1634	0.1558	0.0126	0.3454	0.0725
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	34b52b7f-609d-4594-bae5-5b651cae3cc3	PathCellObject		PathAnnotationObject	Polygon	13236.9	8974	0.7513	7.3667	11.5408	0.695	0.8461	3.9541	3.1152	19.5915	16.7026	0.8825	1	5.9304	4.6738	0.3761	1.1474	1.1787	0.6383	1.4983	0.1779	0.833	0.6804	0.2285	1.7416	0.4546	0.6818	0.5118	0.2285	1.6417	0.4478	0.9486	0.9692	0.2285	1.7416	0.4064	0.2234	0.2428	0.0793	0.3054	0.0543	0.1546	0.1614	-0.007	0.3213	0.0793	0.1451	0.1557	0.0032	0.3088	0.0807	0.1799	0.1933	-0.007	0.3213	0.0784
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	4aab6e36-378d-426a-90c7-929fa8c00d8a	PathCellObject		PathAnnotationObject	Polygon	13210.5	9041	0.7508	25.2917	19.0279	0.8778	0.9834	7.2517	4.5188	57.8708	28.4802	0.8966	1	10.8773	6.7784	0.4371	1.2847	1.3778	0.2742	1.7072	0.2728	0.4391	0.3857	0.1232	1.3353	0.2391	0.3931	0.3328	0.1232	1.2936	0.2399	0.8075	0.6586	0.1232	1.7072	0.4905	0.3186	0.3369	0.0601	0.5211	0.0889	0.135	0.1166	0.0002	0.3619	0.0748	0.1277	0.1146	0.0272	0.2935	0.0606	0.215	0.1877	0.0002	0.5211	0.122
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	b7846a0e-9d0b-4983-93c3-ec92a18576a9	PathCellObject		PathAnnotationObject	Polygon	13293.1	9093.7	0.7507	11.7929	12.3965	0.9644	0.9962	4.2744	3.5454	26.6338	18.5619	0.9714	1	6.4116	5.3196	0.4428	1.0658	1.0813	0.6248	1.5234	0.2018	0.8189	0.6646	0.3112	1.6831	0.3914	0.8237	0.6567	0.3112	1.6831	0.4758	0.9298	0.951	0.3112	1.6831	0.343	0.1676	0.1653	0.0851	0.2462	0.0314	0.1933	0.1727	0.0514	0.4691	0.0736	0.1913	0.1753	0.0514	0.4212	0.0775	0.1818	0.168	0.0514	0.4691	0.0599
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	7ba9edb6-d78a-4902-bee8-60710573b665	PathCellObject		PathAnnotationObject	Polygon	13388.7	9099.9	0.7499	16.2297	14.696	0.9443	0.9961	5.2301	4.1579	36.665	22.0358	0.9489	1	7.8459	6.2371	0.4427	0.848	0.828	0.3699	1.2942	0.2127	0.395	0.3804	0.1118	0.8872	0.1441	0.3553	0.3294	0.1118	0.8234	0.1546	0.5941	0.5363	0.1118	1.2942	0.2865	0.2056	0.2038	0.078	0.3567	0.0591	0.1173	0.1125	0.0057	0.252	0.0513	0.1126	0.1134	0.0057	0.2206	0.0563	0.1561	0.1526	0.0057	0.3567	0.0702
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	35610917-8932-4814-91e0-72ce1152d150	PathCellObject		PathAnnotationObject	Polygon	13369	8941.8	0.7499	15.0397	14.7963	0.8633	0.9551	5.2525	3.8384	35.4302	21.8395	0.9335	1	7.8792	5.7591	0.4245	1.0136	1.0591	0.3461	1.3247	0.2144	0.6174	0.5457	0.1228	1.5029	0.3584	0.5614	0.4178	0.1228	1.5029	0.409	0.7876	0.8241	0.1228	1.5029	0.3625	0.2005	0.215	0.0535	0.3214	0.0516	0.1389	0.1099	0.0088	0.3463	0.0936	0.1276	0.0923	0.0088	0.3463	0.1006	0.1654	0.1925	0.0088	0.3463	0.0841
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	dcaee718-4762-4161-ad4e-e57dc78134b9	PathCellObject		PathAnnotationObject	Polygon	13191.9	8993.5	0.7495	13.4654	13.9954	0.8639	0.9593	5.2198	3.5055	31.5885	20.8631	0.912	1	7.8278	5.2595	0.4263	1.4965	1.5462	0.5344	2.1484	0.4684	0.7611	0.531	0.122	2.1104	0.5847	0.6751	0.4629	0.122	2.0075	0.5755	1.0721	0.9656	0.122	2.1484	0.6495	0.2518	0.2551	0.0843	0.5155	0.0743	0.1399	0.1347	0.0086	0.3281	0.073	0.1258	0.104	0.0086	0.3213	0.0848	0.1872	0.1829	0.0086	0.5155	0.092
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	dc381f52-7f76-4334-ae51-c5eefa58e347	PathCellObject		PathAnnotationObject	Polygon	13282.3	9066.2	0.7492	13.7178	13.5108	0.9443	0.9997	4.7591	3.8523	30.8741	20.2668	0.9446	1	7.1385	5.7789	0.4443	0.8822	0.8921	0.5625	1.2302	0.1605	0.6553	0.5599	0.1779	1.4216	0.304	0.6857	0.5836	0.1779	1.4216	0.3515	0.7563	0.7429	0.1779	1.4216	0.2746	0.2365	0.2395	0.0989	0.3442	0.0514	0.1628	0.1626	0.0563	0.2533	0.04	0.1486	0.1429	0.0718	0.2408	0.0379	0.1956	0.1909	0.0563	0.3442	0.0583
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	0b18d20f-0293-458b-b7d6-937a1f751179	PathCellObject		PathAnnotationObject	Polygon	13290.3	8960.5	0.7489	9.3327	11.1338	0.9461	1	4.0832	3.0182	20.9982	16.6999	0.9462	1	6.1237	4.5259	0.4444	1.1107	1.0866	0.4263	2.0163	0.4187	0.8066	0.593	0.1439	2.2948	0.6263	0.7488	0.5265	0.1439	2.2948	0.6561	0.9429	0.7802	0.1439	2.2948	0.5634	0.2236	0.2246	0.0428	0.3274	0.0558	0.1313	0.1303	0.0063	0.267	0.0532	0.1206	0.1118	0.0307	0.2453	0.0584	0.1727	0.1734	0.0063	0.3274	0.0711
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	556ce7b9-ef05-4c3f-abb7-dd3db4948a1a	PathCellObject		PathAnnotationObject	Polygon	13385.3	9002.6	0.7485	28.2799	19.7681	0.9094	1	7.5491	4.7632	63.6336	29.6524	0.9094	1	11.3229	7.1458	0.4444	0.739	0.7389	0.4919	1.0427	0.1121	0.4025	0.3851	0.108	0.8932	0.1819	0.322	0.2795	0.1232	0.7577	0.1574	0.551	0.5765	0.108	1.0427	0.2279	0.2224	0.2263	0.1092	0.344	0.0504	0.1307	0.1316	0.0048	0.3419	0.069	0.1157	0.1109	0.0089	0.2787	0.0687	0.1712	0.171	0.0048	0.344	0.0765
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	c2bba83b-da2e-4993-a8b6-770adf03f651	PathCellObject		PathAnnotationObject	Polygon	13340.2	8927.1	0.7481	15.0524	14.1092	0.9502	1	4.9224	3.9752	33.8673	21.1639	0.9502	1	7.3847	5.9626	0.4444	1.1309	1.166	0.3292	1.7751	0.3019	0.7824	0.565	0.1297	2.0336	0.5543	0.7066	0.4135	0.1297	1.9808	0.5622	0.938	0.9979	0.1297	2.0336	0.4904	0.2033	0.2047	0.0865	0.2777	0.0373	0.1533	0.1396	0.0199	0.3142	0.0766	0.1442	0.1405	0.0199	0.3084	0.0811	0.1756	0.1849	0.0199	0.3142	0.0669
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	e784c1fa-7b5d-42ff-b816-98798f3b4299	PathCellObject		PathAnnotationObject	Polygon	13327.4	9099.4	0.7481	19.7793	16.4212	0.9217	0.9984	6.0089	4.2752	44.5708	24.622	0.9239	1	9.0138	6.4138	0.4438	1.5427	1.5691	0.8118	2.1623	0.2666	0.9115	0.7615	0.2189	2.1147	0.4942	0.8013	0.5553	0.2189	1.6883	0.5201	1.1925	1.3102	0.2189	2.1623	0.5153	0.359	0.3831	0.072	0.6351	0.11	0.2458	0.2521	0.0391	0.5398	0.1122	0.2354	0.2478	0.052	0.4186	0.1014	0.2962	0.3261	0.0391	0.6351	0.1246
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	471de41b-cc59-43b1-93e9-df091f714944	PathCellObject		PathAnnotationObject	Polygon	13171	8949.7	0.747	34.0713	21.9532	0.8884	0.9992	8.413	5.4172	76.7267	32.9271	0.8893	1	12.6197	8.1253	0.4441	0.8765	0.8588	0.4749	1.358	0.1927	0.524	0.4885	0.1978	1.2459	0.17	0.519	0.4509	0.201	1.2459	0.2114	0.6812	0.646	0.1978	1.358	0.2515	0.318	0.315	0.2186	0.4573	0.0508	0.3561	0.3542	0.1693	0.4982	0.0716	0.3548	0.3665	0.1693	0.4981	0.0813	0.3391	0.3359	0.1693	0.4982	0.066
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	d9af7fff-6c86-4bb7-aa90-ef91b2c40009	PathCellObject		PathAnnotationObject	Polygon	13235.1	9042	0.747	14.5591	14.2322	0.9032	0.9977	5.3795	3.2813	32.8342	21.3431	0.9058	1	8.0691	4.9225	0.4434	1.3368	1.3991	0.6093	1.7875	0.2629	0.7622	0.6497	0.2403	1.7304	0.3548	0.7508	0.5863	0.2403	1.7304	0.4304	1.0182	1.0504	0.2403	1.7875	0.4268	0.2579	0.2633	0.0721	0.424	0.0639	0.1982	0.197	0.0465	0.3584	0.0679	0.1834	0.1732	0.0465	0.351	0.0744	0.2248	0.224	0.0465	0.424	0.0724
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	52ad895a-21f0-4499-8495-4312bf5314d2	PathCellObject		PathAnnotationObject	Polygon	13290	8983.2	0.7463	22.7379	17.9039	0.8914	0.9935	6.4896	4.8109	51.4896	26.8188	0.8996	1	9.7337	7.2158	0.4416	1.4948	1.5862	0.5483	2.0006	0.3239	0.5984	0.5207	0.1296	1.8789	0.3369	0.6036	0.4926	0.1553	1.8789	0.4231	0.9913	0.9118	0.1296	2.0006	0.5546	0.2341	0.2316	0.0576	0.4296	0.0625	0.1386	0.1198	-0.031	0.4294	0.0899	0.1392	0.1186	-0.0264	0.4043	0.0947	0.1805	0.177	-0.031	0.4296	0.0922
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	88cde3b5-b56f-4b19-a869-a83dd954a402	PathCellObject		PathAnnotationObject	Polygon	13350.3	8942	0.7458	19.4084	16.5087	0.8949	0.9868	5.9609	4.232	44.2499	24.6864	0.9124	1	8.9401	6.3473	0.4386	1.4801	1.5584	0.5052	2.0239	0.3458	0.5455	0.4286	0.1698	1.5645	0.3222	0.3831	0.3195	0.1698	0.9096	0.1833	0.956	0.8846	0.1698	2.0239	0.571	0.1947	0.1894	0.0877	0.3833	0.0595	0.127	0.112	0.0173	0.3117	0.0668	0.1211	0.0999	0.0173	0.2736	0.0727	0.1567	0.1483	0.0173	0.3833	0.072
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	6b7fdbce-3cc3-4227-bd74-e464243be2b5	PathCellObject		PathAnnotationObject	Polygon	13371	8924.9	0.7455	13.3954	13.9815	0.8611	1	5.5731	3.0289	30.1392	20.972	0.8611	1	8.3602	4.5432	0.4444	1.1717	1.1708	0.5893	1.6813	0.2703	0.5207	0.4763	0.1516	1.3038	0.2351	0.4274	0.3443	0.1516	1.0165	0.2355	0.8097	0.7827	0.1516	1.6813	0.4097	0.2049	0.2125	0.0755	0.3472	0.0581	0.1275	0.1276	0.0144	0.2604	0.0669	0.12	0.1254	0.0171	0.2526	0.0658	0.1618	0.1759	0.0144	0.3472	0.0739
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	fa68714a-beaf-4f84-8276-09be283f053e	PathCellObject		PathAnnotationObject	Polygon	13301.9	9105.7	0.7442	15.9788	15.4175	0.8447	0.9882	6.0623	3.5479	36.3635	23.066	0.8589	1	9.0944	5.3214	0.4394	1.8602	1.8365	0.779	2.6728	0.3537	1.071	1.0371	0.2922	1.8705	0.3963	0.8748	0.6404	0.2922	1.8106	0.4553	1.4193	1.4756	0.2922	2.6728	0.5446	0.3416	0.3567	-0.0344	0.5944	0.0978	0.1798	0.1836	-0.0677	0.4149	0.0998	0.1613	0.1814	-0.0298	0.3173	0.0794	0.2512	0.2502	-0.0677	0.5944	0.1274
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	f9e640ce-2029-45ed-b8ec-0ba201af3a73	PathCellObject		PathAnnotationObject	Polygon	13236.5	9109.9	0.7439	26.1038	20.013	0.819	0.9977	8.2166	4.0135	58.8665	30.0128	0.8212	1	12.3247	6.0197	0.4434	1.2908	1.3218	0.5982	1.6969	0.2355	0.5881	0.5026	0.1586	1.523	0.3015	0.5797	0.515	0.1586	1.21	0.2896	0.897	0.9188	0.1586	1.6969	0.4439	0.2875	0.2863	0.0665	0.4583	0.0648	0.2249	0.1933	0.0416	0.5163	0.1208	0.2372	0.1956	0.0555	0.5065	0.1311	0.2524	0.2615	0.0416	0.5163	0.1048
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	6580f90c-5610-4931-8e38-6358429bf9e4	PathCellObject		PathAnnotationObject	Polygon	13216.8	8985	0.7433	18.865	16.2368	0.8992	0.9883	5.7894	4.594	42.9469	24.3238	0.9122	1	8.6838	6.8914	0.4392	1.0791	1.0824	0.5294	1.5616	0.2678	0.4641	0.4379	0.1369	1.014	0.1827	0.372	0.3634	0.1369	0.8792	0.1579	0.7338	0.6746	0.1369	1.5616	0.3786	0.2843	0.2869	0.1529	0.4233	0.0549	0.19	0.1945	0.0024	0.3666	0.0735	0.1655	0.1697	0.0024	0.2972	0.0646	0.2313	0.2346	0.0024	0.4233	0.0809
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	ded31d72-6cf8-44ac-838e-283c70741e51	PathCellObject		PathAnnotationObject	Polygon	13321.5	9087	0.7433	16.3499	14.9229	0.9226	0.9934	5.5443	3.9228	37.0345	22.3607	0.9308	1	8.3168	5.885	0.4415	1.6474	1.7085	0.8914	2.3001	0.3127	0.8276	0.7266	0.187	1.9488	0.4357	0.7194	0.5612	0.187	1.9365	0.4642	1.1861	1.2008	0.187	2.3001	0.5613	0.2563	0.2564	0.065	0.5261	0.0851	0.1687	0.1743	0.0065	0.4115	0.0744	0.1657	0.1603	0.0065	0.4115	0.094	0.207	0.198	0.0065	0.5261	0.0903
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	feffe94e-3de6-482a-9fa8-f6df4cfc0dab	PathCellObject		PathAnnotationObject	Polygon	13193.1	8965.1	0.7432	23.4313	17.5736	0.9534	0.9981	6.1513	5.1842	52.8233	26.3496	0.9561	1	9.2269	7.7768	0.4436	1.329	1.3144	0.587	2.0234	0.3501	0.5062	0.4875	0.155	1.1557	0.2132	0.394	0.2986	0.1656	1.0182	0.2214	0.8704	0.7746	0.155	2.0234	0.4967	0.2391	0.2451	0.0313	0.4132	0.0728	0.1477	0.135	-0.0024	0.3797	0.0829	0.1252	0.113	0.011	0.3064	0.0707	0.1881	0.1853	-0.0024	0.4132	0.0907
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	1264d719-8172-432c-aac4-f1e936edebcb	PathCellObject		PathAnnotationObject	Polygon	13386.6	9047.7	0.7429	16.4072	15.3174	0.8788	0.9851	5.7584	3.7708	37.4751	22.9385	0.895	1	8.6387	5.6561	0.4378	1.1367	1.1408	0.508	1.7502	0.3194	0.6016	0.4807	0.1303	1.4761	0.3482	0.5203	0.3862	0.1303	1.3774	0.3439	0.8337	0.7962	0.1303	1.7502	0.428	0.25	0.25	0.0777	0.4004	0.0645	0.1506	0.1427	-0.0271	0.4038	0.0899	0.136	0.119	-0.0249	0.4038	0.0936	0.1937	0.2039	-0.0271	0.4038	0.0938
