Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Nucleus: Area µm^2	Nucleus: Length µm	Nucleus: Circularity	Nucleus: Solidity	Nucleus: Max diameter µm	Nucleus: Min diameter µm	Cell: Area µm^2	Cell: Length µm	Cell: Circularity	Cell: Solidity	Cell: Max diameter µm	Cell: Min diameter µm	Nucleus/Cell area ratio	Hematoxylin: Nucleus: Mean	Hematoxylin: Nucleus: Median	Hematoxylin: Nucleus: Min	Hematoxylin: Nucleus: Max	Hematoxylin: Nucleus: Std.Dev.	Hematoxylin: Cytoplasm: Mean	Hematoxylin: Cytoplasm: Median	Hematoxylin: Cytoplasm: Min	Hematoxylin: Cytoplasm: Max	Hematoxylin: Cytoplasm: Std.Dev.	Hematoxylin: Membrane: Mean	Hematoxylin: Membrane: Median	Hematoxylin: Membrane: Min	Hematoxylin: Membrane: Max	Hematoxylin: Membrane: Std.Dev.	Hematoxylin: Cell: Mean	Hematoxylin: Cell: Median	Hematoxylin: Cell: Min	Hematoxylin: Cell: Max	Hematoxylin: Cell: Std.Dev.	Eosin: Nucleus: Mean	Eosin: Nucleus: Median	Eosin: Nucleus: Min	Eosin: Nucleus: Max	Eosin: Nucleus: Std.Dev.	Eosin: Cytoplasm: Mean	Eosin: Cytoplasm: Median	Eosin: Cytoplasm: Min	Eosin: Cytoplasm: Max	Eosin: Cytoplasm: Std.Dev.	Eosin: Membrane: Mean	Eosin: Membrane: Median	Eosin: Membrane: Min	Eosin: Membrane: Max	Eosin: Membrane: Std.Dev.	Eosin: Cell: Mean	Eosin: Cell: Median	Eosin: Cell: Min	Eosin: Cell: Max	Eosin: Cell: Std.Dev.
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	39d616a4-e4f4-4164-89e9-bf101319f8a9	PathCellObject		PathAnnotationObject	Polygon	11732.6	6987.4	0.739	28.853	19.666	0.9375	1	7.2065	5.1025	64.922	29.4993	0.9375	1	10.8101	7.6539	0.4444	0.528	0.5252	0.2879	0.7604	0.1013	0.287	0.3095	0.0819	0.4932	0.1068	0.2402	0.2556	0.0819	0.4421	0.1092	0.3941	0.3921	0.0819	0.7604	0.1589	0.2492	0.2285	0.1346	0.436	0.0672	0.2295	0.2205	-0.0008	0.526	0.1411	0.213	0.2403	-0.0008	0.4587	0.1475	0.2382	0.2255	-0.0008	0.526	0.1147
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	1b1bbcbd-9e90-4287-9591-f084da2fd28d	PathCellObject		PathAnnotationObject	Polygon	11742.1	6886.5	0.7369	21.9584	18.1638	0.8364	0.979	7.1407	4.0856	50.4625	27.1287	0.8616	1	10.7108	6.1274	0.4351	0.7594	0.7491	0.461	1.0456	0.1201	0.4245	0.4155	0.2179	0.6816	0.1004	0.3535	0.3289	0.2179	0.5655	0.0908	0.5705	0.5499	0.2179	1.0456	0.1989	0.3444	0.3468	0.1746	0.4775	0.0555	0.3018	0.3245	0.1034	0.484	0.0926	0.2786	0.2938	0.1197	0.4288	0.0859	0.3204	0.3375	0.1034	0.484	0.0814
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	5dbb8c2d-af2f-44b6-907d-3fbeab0639ff	PathCellObject		PathAnnotationObject	Polygon	11686.4	6822.8	0.7368	31.0787	20.8674	0.8969	0.99	7.4469	5.5382	70.6338	31.2493	0.909	1	11.1699	8.3069	0.44	0.9972	1.0287	0.4447	1.5334	0.2342	0.4131	0.3812	0.1868	0.9761	0.1343	0.3298	0.3296	0.2057	0.4719	0.0605	0.6689	0.5661	0.1868	1.5334	0.3438	0.2853	0.2682	0.1148	0.6554	0.0847	0.3429	0.336	0.113	0.6681	0.104	0.3565	0.354	0.1812	0.5114	0.0748	0.3176	0.2976	0.113	0.6681	0.1002
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	a37e4499-f271-4e55-9825-07171193da49	PathCellObject		PathAnnotationObject	Polygon	11717.6	6928.5	0.7339	24.5951	18.0037	0.9535	0.9918	6.1195	5.1036	55.793	26.8619	0.9717	1	9.1799	7.6557	0.4408	0.8642	0.8479	0.6607	1.1309	0.1091	0.674	0.5957	0.2958	1.4139	0.2666	0.5723	0.4586	0.2958	1.4072	0.2832	0.7572	0.7737	0.2958	1.4139	0.2325	0.3698	0.3665	0.2721	0.5255	0.0427	0.3447	0.3393	0.1768	0.5356	0.0784	0.3136	0.3184	0.1768	0.4997	0.0859	0.3557	0.3561	0.1768	0.5356	0.0664
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	2b1b86a6-ab04-40b4-b48b-2b99f51e4ce8	PathCellObject		PathAnnotationObject	Polygon	11710.2	6962.2	0.733	14.6761	14.9528	0.8249	0.9289	5.527	3.769	35.5536	22.1766	0.9085	1	8.2903	5.6545	0.4128	0.947	0.9625	0.552	1.2617	0.1483	0.6291	0.5071	0.267	1.3851	0.2726	0.5968	0.466	0.2711	1.3851	0.3039	0.7612	0.8116	0.267	1.3851	0.2776	0.2663	0.2674	0.1647	0.3567	0.0394	0.3083	0.3129	0.1178	0.7194	0.0819	0.337	0.3228	0.1178	0.7194	0.1257	0.2908	0.2902	0.1178	0.7194	0.0706
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	30f06ece-5015-46f9-b88c-9612e4770184	PathCellObject		PathAnnotationObject	Polygon	11779.7	6937.8	0.7329	13.755	14.7226	0.7974	0.9696	5.8456	3.1632	31.9124	21.9709	0.8308	1	8.7695	4.7429	0.4311	0.9866	1.0195	0.5041	1.3891	0.2324	0.5262	0.5125	0.1013	1.018	0.2178	0.4426	0.4431	0.1013	1.018	0.2321	0.7257	0.6878	0.1013	1.3891	0.3199	0.4386	0.4356	0.1345	0.7033	0.1265	0.4309	0.4553	0.0385	0.6917	0.1712	0.4365	0.4882	0.0385	0.6554	0.1859	0.4342	0.4489	0.0385	0.7033	0.1534
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	8d79dd31-3291-49f7-9a68-96c64b0cf5e1	PathCellObject		PathAnnotationObject	Polygon	11866.2	6994.9	0.7326	16.7898	14.9802	0.9402	0.9972	5.2026	4.3182	37.8819	22.4556	0.944	1	7.8025	6.477	0.4432	0.7634	0.7472	0.3725	1.235	0.2338	0.3988	0.3846	0.1936	0.7712	0.1185	0.3466	0.3396	0.2217	0.5653	0.0731	0.5611	0.4831	0.1936	1.235	0.2549	0.2518	0.2603	0.1171	0.3656	0.0594	0.2232	0.212	0.076	0.5566	0.0899	0.2309	0.2044	0.0776	0.5566	0.1075	0.2359	0.2382	0.076	0.5566	0.0791
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	1956fa92-9f99-4757-8e6e-81e2334888bd	PathCellObject		PathAnnotationObject	Polygon	11790.7	6967.4	0.7317	21.2937	17.291	0.895	0.9946	6.634	4.0912	48.1648	25.9286	0.9003	1	9.9497	6.1367	0.4421	0.4889	0.5062	0.2081	0.6385	0.0929	0.2992	0.3002	0.0704	0.6242	0.1158	0.2463	0.2509	0.0704	0.606	0.1254	0.3819	0.3778	0.0704	0.6385	0.142	0.2747	0.2843	0.1234	0.4053	0.0631	0.2578	0.2199	0.0843	0.7227	0.1148	0.2746	0.2348	0.0895	0.7227	0.1371	0.2652	0.2663	0.0843	0.7227	0.0961
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	12b43154-7b6b-48ef-adc0-dddb0e1a7c95	PathCellObject		PathAnnotationObject	Polygon	11898.2	6807.5	0.7298	13.7741	14.5973	0.8123	0.9905	5.8407	3.1089	31.2864	21.8512	0.8234	1	8.7605	4.6613	0.4403	0.7866	0.7907	0.5103	1.0171	0.1159	0.4741	0.4734	0.1785	0.7569	0.1127	0.4064	0.4182	0.1785	0.5416	0.0869	0.6132	0.5976	0.1785	1.0171	0.1928	0.3654	0.3452	0.2523	0.5644	0.0771	0.407	0.3764	0.1146	0.7532	0.1572	0.4018	0.3469	0.1146	0.7532	0.1846	0.3885	0.355	0.1146	0.7532	0.1295
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	4a939716-4b03-4d83-87c9-55653ef91fcc	PathCellObject		PathAnnotationObject	Polygon	11759.7	6887.7	0.7291	20.1038	18.7754	0.7167	0.9807	7.9594	3.0919	46.1188	28.0901	0.7345	1	11.9388	4.6376	0.4359	0.9171	0.9505	0.3761	1.2523	0.1708	0.496	0.4719	0.2531	0.8741	0.1278	0.4245	0.4193	0.2531	0.6353	0.0824	0.6802	0.6279	0.2531	1.2523	0.2561	0.3149	0.3019	0.1692	0.7212	0.0741	0.3008	0.2954	0.1064	0.4909	0.0889	0.2856	0.2693	0.1089	0.4909	0.0989	0.307	0.2992	0.1064	0.7212	0.083
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	03ae6bef-a1ab-4950-9411-7bc05ced6ed3	PathCellObject		PathAnnotationObject	Polygon	11774.9	6810	0.7291	5.3296	10.2467	0.6379	0.8184	3.7312	2.6643	14.6539	14.6473	0.8583	1	5.5973	3.9963	0.3636	1.4433	1.4942	0.8367	1.8238	0.2728	0.8677	0.7099	0.3116	1.8238	0.4472	0.6968	0.5165	0.3116	1.5636	0.4079	1.0746	1.1047	0.3116	1.8238	0.4806	0.3855	0.3817	0.2799	0.5755	0.0622	0.3627	0.3597	0.2602	0.4821	0.0465	0.3542	0.3486	0.2602	0.4481	0.0467	0.3709	0.3687	0.2602	0.5755	0.0538
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	e501ab9e-6e15-4dd7-91b0-143f77033b20	PathCellObject		PathAnnotationObject	Polygon	11809.6	6985.3	0.729	39.3749	24.1018	0.8518	0.9848	9.4451	5.646	89.9617	36.0551	0.8696	1	14.1687	8.4673	0.4377	1.2287	1.2329	0.5472	1.8039	0.2601	0.5393	0.4301	0.0963	1.7391	0.369	0.4569	0.3305	0.0963	1.7391	0.4162	0.841	0.8495	0.0963	1.8039	0.4724	0.3788	0.3811	0.2002	0.571	0.0409	0.3061	0.3192	0.0065	0.8409	0.1707	0.2688	0.295	0.0065	0.796	0.1881	0.3379	0.3614	0.0065	0.8409	0.1357
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	923d7114-0fb7-4714-ae5a-aefba941cb94	PathCellObject		PathAnnotationObject	Polygon	11743.6	6999.2	0.7289	10.1265	12.1079	0.868	0.9967	4.7181	2.7141	22.8612	18.1621	0.8709	1	7.08	4.0707	0.443	0.9505	0.9394	0.5787	1.3804	0.2062	0.5051	0.4933	0.2564	0.8313	0.1315	0.4422	0.4149	0.2564	0.7591	0.1308	0.7025	0.6631	0.2564	1.3804	0.2783	0.3901	0.3924	0.2699	0.4804	0.0401	0.3764	0.382	0.1734	0.569	0.0793	0.3827	0.3969	0.1734	0.569	0.0919	0.3825	0.3899	0.1734	0.569	0.0652
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	a406e027-da63-4b62-8e7b-ccc3029f085c	PathCellObject		PathAnnotationObject	Polygon	11877.4	6910.5	0.7288	15.1721	14.1071	0.958	0.9982	4.8618	4.1319	34.2036	21.1588	0.9601	1	7.2931	6.1977	0.4436	0.8291	0.839	0.4727	1.1635	0.1392	0.5269	0.4705	0.2285	1.1024	0.2072	0.464	0.4143	0.2285	1.014	0.1867	0.6597	0.6761	0.2285	1.1635	0.2346	0.5861	0.6252	0.18	1.0402	0.2255	0.5667	0.4801	0.1961	1.1969	0.2645	0.5607	0.4707	0.2624	1.1969	0.2606	0.5752	0.5144	0.18	1.1969	0.2481
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	2c9a2f6d-badf-4ebb-80fc-17ed7ea6167a	PathCellObject		PathAnnotationObject	Polygon	11896	6912.2	0.7282	12.6206	13.5767	0.8604	0.9813	5.2806	3.1928	28.9357	20.1929	0.8918	1	7.9198	4.7884	0.4361	1.1995	1.1879	0.5984	1.8722	0.3243	0.638	0.4547	0.1866	1.8032	0.4407	0.5667	0.3689	0.2126	1.6031	0.4328	0.8808	0.7964	0.1866	1.8722	0.4827	0.3703	0.3836	0.1327	0.5005	0.0661	0.2871	0.2895	0.101	0.4959	0.096	0.2801	0.2563	0.1232	0.4788	0.0914	0.323	0.3517	0.101	0.5005	0.0939
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	773d4fdc-9aac-4bb5-bad4-f349e5f6d79f	PathCellObject		PathAnnotationObject	Polygon	11793.6	6903.8	0.7254	18.6221	18.046	0.7186	0.988	7.7481	3.068	42.4077	27.0459	0.7285	1	11.6233	4.6016	0.4391	0.8497	0.8345	0.3888	1.2654	0.2109	0.4406	0.4309	0.1535	0.8971	0.1577	0.3433	0.323	0.1535	0.7228	0.1282	0.6191	0.5801	0.1535	1.2654	0.2731	0.4491	0.4618	0.202	0.6872	0.1124	0.3369	0.3087	0.0654	0.7912	0.1542	0.3128	0.262	0.0654	0.7912	0.1897	0.3858	0.3724	0.0654	0.7912	0.1483
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	7ee71d7a-1cc2-4c3f-b78b-fcc94cc3ed3b	PathCellObject		PathAnnotationObject	Polygon	11787.1	6877.7	0.7242	28.5456	21.1912	0.7988	0.9936	8.7313	4.2225	64.6399	31.7588	0.8053	1	13.0975	6.3336	0.4416	0.9715	0.9568	0.5303	1.5252	0.2472	0.5636	0.6009	0.0706	1.3038	0.2568	0.515	0.5396	0.0706	1.226	0.2613	0.7437	0.7076	0.0706	1.5252	0.3238	0.2478	0.2454	0.1162	0.5063	0.0765	0.2648	0.2821	0.0189	0.5475	0.1305	0.2919	0.3171	0.0226	0.5303	0.133	0.2573	0.2631	0.0189	0.5475	0.1102
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	5ce25c47-9198-409e-b416-9d53ae9f93b3	PathCellObject		PathAnnotationObject	Polygon	11726.4	6885	0.7216	18.0161	15.8052	0.9063	0.9979	6.0034	3.8771	40.623	23.7023	0.9087	1	9.0052	5.8151	0.4435	0.7024	0.7065	0.311	1.014	0.1672	0.4377	0.4397	0.2428	0.7188	0.1013	0.3798	0.3675	0.2428	0.524	0.0804	0.5558	0.5148	0.2428	1.014	0.1883	0.4346	0.4459	0.1655	0.6437	0.0947	0.4481	0.457	0.2358	0.6875	0.1017	0.4746	0.4814	0.2888	0.6875	0.1114	0.442	0.4513	0.1655	0.6875	0.0988
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	478251f0-f0a8-412b-bea6-c5f7895bda93	PathCellObject		PathAnnotationObject	Polygon	11853.3	6912.3	0.7196	13.359	15.0494	0.7412	0.9783	6.245	2.682	30.7124	22.4843	0.7634	1	9.3661	4.0232	0.4349	0.7552	0.7733	0.4474	1.0138	0.1296	0.4523	0.4488	0.2778	0.6767	0.0786	0.4178	0.3992	0.2778	0.6652	0.0794	0.584	0.5308	0.2778	1.0138	0.1827	0.2949	0.2863	0.2168	0.4337	0.0478	0.3485	0.3563	0.2224	0.5301	0.0717	0.3632	0.3731	0.2385	0.5301	0.0734	0.3252	0.3108	0.2168	0.5301	0.0678
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	2d869bdd-58ea-462e-b83b-36be219fbdea	PathCellObject		PathAnnotationObject	Polygon	11741.1	6942.5	0.7191	19.3296	21.2822	0.5363	0.7348	7.1099	5.2022	59.1998	28.7413	0.9006	1	10.6642	7.8041	0.3265	0.9123	0.8829	0.5082	1.4131	0.1614	0.8006	0.7767	0.0757	1.6084	0.4	0.6748	0.394	0.0757	1.6084	0.4178	0.8369	0.8559	0.0757	1.6084	0.3453	0.3553	0.3451	0.2418	0.8006	0.0784	0.4157	0.3665	0.136	0.9614	0.1756	0.3961	0.3386	0.136	0.954	0.1825	0.3961	0.3579	0.136	0.9614	0.1536
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	85bd1df7-6cbe-4f28-a26f-549f8a32fb48	PathCellObject		PathAnnotationObject	Polygon	11760.1	7008.9	0.7174	33.7454	21.4478	0.9218	0.999	8.0402	5.5275	76.0078	32.1704	0.9229	1	12.0612	8.2918	0.444	1.177	1.2237	0.5977	1.7475	0.2558	0.7718	0.6773	0.2333	1.6174	0.3586	0.6338	0.5012	0.2333	1.1135	0.2733	0.9527	0.9858	0.2333	1.7475	0.3754	0.2689	0.2713	0.1194	0.3936	0.0624	0.3069	0.3115	0.0528	0.4976	0.0864	0.318	0.3349	0.0528	0.4784	0.1057	0.2899	0.2934	0.0528	0.4976	0.0789
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	d4b8b3d5-9690-4cee-beb3-67fa456dfd92	PathCellObject		PathAnnotationObject	Polygon	11823.3	6905.5	0.7172	5.6919	10.4257	0.658	0.8492	3.8418	2.4874	15.0827	15.0325	0.8387	1	5.7646	3.7315	0.3774	0.9729	1.0341	0.2408	1.4744	0.2795	0.6787	0.3886	0.1094	1.8415	0.5831	0.5222	0.2171	0.1094	1.8415	0.5918	0.7887	0.7713	0.1094	1.8415	0.5118	0.201	0.2141	-0.0322	0.2958	0.0614	0.0963	0.0582	-0.1082	0.3795	0.1255	0.076	0.0214	-0.069	0.3672	0.1222	0.1354	0.1483	-0.1082	0.3795	0.1176
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	94eaacbd-9ba8-41d2-81d6-31b16f2fd4eb	PathCellObject		PathAnnotationObject	Polygon	11689.6	7012.4	0.7166	13.8674	13.9379	0.897	0.9907	5.1051	3.6714	31.4923	20.8604	0.9094	1	7.6579	5.507	0.4403	0.7329	0.7373	0.4883	0.9066	0.0888	0.5088	0.4804	0.2748	0.8639	0.1243	0.4465	0.4072	0.2748	0.7812	0.1317	0.6051	0.6136	0.2748	0.9066	0.1566	0.2995	0.2986	0.1855	0.4893	0.0632	0.3105	0.3143	0.1209	0.4826	0.0812	0.3155	0.3141	0.1209	0.4826	0.0876	0.3058	0.3104	0.1209	0.4893	0.0742
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	bbe595c9-3ce0-40e0-abee-927d8cd5a2ee	PathCellObject		PathAnnotationObject	Polygon	11821.5	6858.6	0.7162	23.1684	20.2358	0.711	0.9775	8.5689	3.3105	53.3184	30.2184	0.7337	1	12.8529	4.9674	0.4346	1.1528	1.1223	0.6017	1.7875	0.2481	0.5985	0.5389	0.1636	1.4152	0.2206	0.4552	0.4534	0.1636	0.9348	0.1473	0.8374	0.7821	0.1636	1.7875	0.36	0.377	0.3744	0.2115	0.5882	0.0647	0.395	0.4063	0.0173	0.6366	0.1216	0.3863	0.4216	0.0173	0.6292	0.1612	0.3873	0.3841	0.0173	0.6366	0.1014
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	62cbc8f4-783e-4764-962e-56cc016ffd6c	PathCellObject		PathAnnotationObject	Polygon	11778	6974	0.7082	44.4689	23.8706	0.9807	0.9994	8.1348	6.9895	100.1175	35.8022	0.9815	1	12.2024	10.4831	0.4442	1.0289	0.9901	0.5152	1.5766	0.2147	0.6506	0.5856	0.2364	1.2855	0.2394	0.614	0.5247	0.2446	1.2494	0.2528	0.819	0.8385	0.2364	1.5766	0.2961	0.3264	0.3198	0.1718	0.4993	0.0592	0.3586	0.342	0.1257	0.8518	0.1162	0.3497	0.3385	0.1257	0.8518	0.1446	0.3443	0.3324	0.1257	0.8518	0.0964
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	25ce3eca-b425-474c-a27b-e9d415180437	PathCellObject		PathAnnotationObject	Polygon	11686.9	6868.4	0.708	45.3459	24.6352	0.9389	0.9973	9.1318	6.2875	102.3069	36.9121	0.9436	1	13.6973	9.4308	0.4433	0.5504	0.5507	0.301	0.7965	0.0933	0.3183	0.3029	0.1202	0.8289	0.1013	0.2425	0.2164	0.1202	0.6166	0.0977	0.4213	0.4092	0.1202	0.8289	0.1512	0.4199	0.4224	0.2923	0.5208	0.0377	0.3338	0.3134	0.0616	1.0153	0.1388	0.2922	0.223	0.0616	1.0153	0.223	0.372	0.3826	0.0616	1.0153	0.1148
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	2eeb2252-6ea7-4e53-ab16-99f9c6b74112	PathCellObject		PathAnnotationObject	Polygon	11771.5	6969.5	0.706	9.8818	14.5925	0.5832	0.7577	4.7186	3.8896	29.3362	20.1789	0.9054	1	7.0769	5.8336	0.3367	0.8661	0.8871	0.5582	1.0484	0.1186	0.6607	0.5546	0.2693	1.3048	0.2706	0.5328	0.4424	0.2693	1.2078	0.2663	0.7301	0.7418	0.2693	1.3048	0.2503	0.3856	0.3818	0.2618	0.515	0.0416	0.3529	0.3546	0.1785	0.5363	0.0581	0.3461	0.3473	0.1785	0.5363	0.0693	0.3639	0.3663	0.1785	0.5363	0.0553
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	4898b985-df8a-4053-b1cb-d0e94b7120a7	PathCellObject		PathAnnotationObject	Polygon	11691.6	6982.5	0.7054	7.3379	10.5955	0.8214	0.9862	4.2321	2.2699	16.7432	15.8794	0.8344	1	6.3484	3.4053	0.4383	0.9348	0.928	0.4596	1.3519	0.2143	0.4951	0.4606	0.2408	0.9764	0.1516	0.3944	0.3964	0.2408	0.5926	0.0885	0.6881	0.629	0.2408	1.3519	0.2841	0.5453	0.5785	0.2986	0.6785	0.095	0.5235	0.5632	0.2519	0.7157	0.1427	0.5205	0.556	0.2519	0.7157	0.1528	0.5331	0.5717	0.2519	0.7157	0.1243
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	23f5f3e3-e557-426b-a0c3-64dd087b7cee	PathCellObject		PathAnnotationObject	Polygon	11784.9	6992.8	0.7017	19.3592	16.4922	0.8944	0.9985	6.4837	4.0524	43.6213	24.7349	0.896	1	9.7255	6.0794	0.4438	0.7597	0.7748	0.5261	0.9792	0.0854	0.5686	0.5221	0.1122	1.1854	0.2195	0.5345	0.4217	0.1122	1.1854	0.2694	0.6537	0.6649	0.1122	1.1854	0.1974	0.4601	0.4649	0.33	0.5736	0.0471	0.4506	0.4584	0.2789	0.6174	0.0697	0.4432	0.4594	0.3182	0.5906	0.0676	0.4549	0.4597	0.2789	0.6174	0.0608
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	77bc5507-83cd-4526-8c58-1ae42eacbdec	PathCellObject		PathAnnotationObject	Polygon	11739	6901.3	0.6987	15.4015	15.2971	0.8271	0.9975	6.1626	3.126	34.7405	22.9444	0.8293	1	9.2462	4.6891	0.4434	0.6076	0.618	0.3855	0.7968	0.0759	0.3852	0.3823	0.2312	0.6369	0.0842	0.3534	0.3656	0.2318	0.5277	0.066	0.483	0.4722	0.2312	0.7968	0.1368	0.342	0.3416	0.2732	0.4316	0.0314	0.3166	0.317	0.1796	0.4412	0.0504	0.3236	0.322	0.1796	0.4412	0.0532	0.3278	0.3306	0.1796	0.4412	0.0449
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	85d5e531-f2a5-4b82-af50-575a3027c383	PathCellObject		PathAnnotationObject	Polygon	11740.5	6832.8	0.6981	34.6739	21.5527	0.938	0.9991	8.0603	5.5398	78.0805	32.3177	0.9394	1	12.0902	8.309	0.444	0.4815	0.4859	0.2031	0.7823	0.1076	0.1631	0.1383	0.0717	0.4708	0.0761	0.12	0.0987	0.075	0.3876	0.0554	0.3053	0.2671	0.0717	0.7823	0.1829	0.2479	0.2559	0.0254	0.3739	0.0709	0.0508	0.0195	-0.0161	0.3432	0.0641	0.0286	0.0082	-0.0161	0.3432	0.0675	0.1388	0.127	-0.0161	0.3739	0.1188
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	fcf4e790-3508-4d97-8c9d-daa9de9d89d2	PathCellObject		PathAnnotationObject	Polygon	11845.4	6918.9	0.6964	7.8023	11.3493	0.7612	0.9686	4.7142	2.3006	18.1251	16.9613	0.7917	1	7.0706	3.4509	0.4304	0.9105	0.9247	0.3601	1.3373	0.2406	0.4365	0.3889	0.2371	0.8146	0.1464	0.3831	0.3271	0.2371	0.7079	0.133	0.6351	0.5836	0.2371	1.3373	0.3024	0.3218	0.3204	0.1908	0.4643	0.0662	0.2516	0.2569	0.1201	0.3614	0.0469	0.2601	0.2664	0.1201	0.3614	0.0539	0.281	0.2751	0.1201	0.4643	0.0657
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	675de483-90ca-4838-a0ac-28857fc36992	PathCellObject		PathAnnotationObject	Polygon	11757.4	6940.2	0.6963	24.9943	18.3208	0.9358	0.9917	6.6387	4.7631	56.7093	27.4422	0.9463	1	9.9591	7.1448	0.4408	0.7581	0.7128	0.4931	1.4825	0.1812	0.6636	0.4836	0.2026	1.9873	0.48	0.6238	0.3421	0.2026	1.9873	0.5849	0.7051	0.6024	0.2026	1.9873	0.3818	0.3183	0.3173	0.1583	0.4634	0.0546	0.3023	0.3112	0.057	0.4793	0.0819	0.2731	0.2835	0.057	0.4728	0.1011	0.3094	0.3144	0.057	0.4793	0.0717
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	81ae0e1d-6355-4340-9289-ac3c0253af2a	PathCellObject		PathAnnotationObject	Polygon	11784.8	6951.7	0.6897	63.5784	29.3311	0.9287	0.9987	10.9778	7.4157	143.2435	43.9814	0.9306	1	16.4665	11.1245	0.4438	0.8687	0.895	0.3842	1.2243	0.1694	0.4369	0.4593	0.0653	0.9609	0.2217	0.3417	0.3618	0.0744	0.7549	0.2052	0.6286	0.6519	0.0653	1.2243	0.2934	0.5334	0.5034	0.0764	0.9563	0.1435	0.3465	0.3707	0.0133	0.9966	0.2588	0.268	0.2724	0.0232	0.801	0.192	0.4295	0.4582	0.0133	0.9966	0.2345
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	9ed7216a-74cc-4317-8deb-1b915c8a71fe	PathCellObject		PathAnnotationObject	Polygon	11682	6959.4	0.688	39.5611	25.1303	0.7872	0.9613	9.849	5.5989	92.6058	37.4908	0.8279	1	14.7719	8.3998	0.4272	1.0086	1.0382	0.3027	1.6264	0.3165	0.4076	0.3503	0.0523	1.4092	0.3024	0.3644	0.2968	0.0523	1.4092	0.3264	0.6649	0.5798	0.0523	1.6264	0.4285	0.3942	0.4021	0.1392	0.5686	0.0802	0.2729	0.2957	-0.0051	1.0344	0.1934	0.2957	0.3509	-0.0037	1.0344	0.2462	0.3248	0.3751	-0.0051	1.0344	0.1666
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	cd16cc5b-b82d-447e-8ba1-6088e41d9571	PathCellObject		PathAnnotationObject	Polygon	11746.2	6911.9	0.6837	8.848	10.9938	0.9199	0.9965	4.155	2.8544	19.975	16.4565	0.9269	1	6.2332	4.2812	0.443	0.6566	0.6902	0.3444	0.915	0.115	0.4698	0.3111	0.126	1.8238	0.3973	0.4917	0.1859	0.126	1.8238	0.5203	0.5527	0.5549	0.126	1.8238	0.3196	0.2623	0.2786	0.1011	0.3598	0.0667	0.154	0.1139	0.0123	0.4164	0.1084	0.1616	0.0864	0.0123	0.4164	0.1302	0.202	0.2059	0.0123	0.4164	0.1067
